,hour,dayofweek,month,year,season,holiday,workingday,weather,temp,humidity,windspeed,count
3156,10,0,8,2011,3,0,1,1,35.26,36,11.0014,97
7905,18,5,6,2012,2,0,0,1,33.62,24,15.0013,451
9175,16,2,9,2012,3,0,1,1,31.16,70,16.9979,430
1908,10,4,5,2011,2,0,1,2,22.14,49,22.0028,127
10473,19,6,12,2012,4,0,0,2,16.4,82,12.998,174
3166,20,0,8,2011,3,0,1,1,29.52,62,15.0013,305
7585,10,1,5,2012,2,0,1,1,25.42,78,7.0015,171
9905,2,2,10,2012,4,0,1,1,15.58,76,0.0,16
5382,8,6,12,2011,4,0,0,1,8.2,69,0.0,32
9788,5,4,10,2012,4,0,1,1,14.76,81,6.0032,35
7707,12,4,6,2012,2,0,1,2,28.7,74,23.9994,310
4816,18,6,11,2011,4,0,0,1,21.32,27,22.0028,190
7447,16,2,5,2012,2,0,1,2,27.06,50,12.998,357
5420,22,0,12,2011,4,0,1,2,14.76,57,11.0014,107
9557,14,1,10,2012,4,0,1,3,24.6,88,8.9981,163
772,14,1,2,2011,1,0,1,1,13.94,19,15.0013,79
4350,7,3,10,2011,4,0,1,3,22.14,100,8.9981,81
2053,11,3,5,2011,2,0,1,1,23.78,60,15.0013,179
969,20,4,3,2011,1,0,1,2,12.3,70,12.998,87
9659,20,5,10,2012,4,0,0,1,19.68,55,16.9979,247
2999,21,2,7,2011,3,0,1,1,28.7,79,7.0015,250
170,9,5,1,2011,1,0,0,3,6.56,93,7.0015,20
6897,17,3,4,2012,2,0,1,1,20.5,31,11.0014,822
6545,23,4,3,2012,1,0,1,1,13.12,33,19.9995,86
3330,16,0,8,2011,3,0,1,1,35.26,39,19.0012,282
1901,3,4,5,2011,2,0,1,1,14.76,71,7.0015,9
5609,20,6,1,2012,1,0,0,1,12.3,52,11.0014,126
1117,5,4,3,2011,1,0,1,1,12.3,81,15.0013,7
1731,1,0,4,2011,2,0,1,1,18.86,47,8.9981,19
6900,20,3,4,2012,2,0,1,1,18.04,41,12.998,312
3634,8,4,9,2011,3,0,1,1,25.42,78,12.998,456
9858,3,0,10,2012,4,0,1,2,22.96,73,16.9979,4
8437,22,3,7,2012,3,0,1,1,29.52,51,11.0014,318
8567,8,2,7,2012,3,0,1,1,31.98,62,7.0015,679
6902,22,3,4,2012,2,0,1,1,16.4,47,12.998,149
2234,0,2,6,2011,2,0,1,1,28.7,79,11.0014,34
5211,5,6,12,2011,4,0,0,1,7.38,59,7.0015,6
3174,4,1,8,2011,3,0,1,1,27.06,74,7.0015,10
4187,12,3,10,2011,4,0,1,1,22.96,49,6.0032,226
8054,23,4,6,2012,2,0,1,1,25.42,53,16.9979,222
2410,8,2,6,2011,2,0,1,1,31.16,58,11.0014,481
6205,19,1,2,2012,1,0,1,2,14.76,50,11.0014,281
10040,17,5,11,2012,4,0,0,2,14.76,46,19.9995,410
7048,1,3,4,2012,2,0,1,1,13.12,66,15.0013,9
9128,17,0,9,2012,3,1,0,1,30.34,70,8.9981,498
6760,23,6,3,2012,1,0,0,1,19.68,82,11.0014,46
6891,11,3,4,2012,2,0,1,2,17.22,38,15.0013,268
3029,3,4,7,2011,3,0,1,1,24.6,73,12.998,7
1198,16,0,3,2011,1,0,1,1,16.4,35,7.0015,107
9155,20,1,9,2012,3,0,1,1,30.34,70,16.9979,385
4465,2,1,10,2011,4,0,1,1,18.04,94,6.0032,5
5923,0,4,2,2012,1,0,1,1,13.12,53,26.0027,38
2355,1,0,6,2011,2,0,1,1,24.6,83,8.9981,14
5250,20,0,12,2011,4,0,1,1,12.3,56,6.0032,165
5538,21,3,1,2012,1,0,1,1,10.66,60,8.9981,97
10095,0,1,11,2012,4,0,1,1,9.84,60,7.0015,19
5226,20,6,12,2011,4,0,0,1,9.02,55,7.0015,72
9194,11,3,9,2012,3,0,1,3,28.7,84,11.0014,62
26,2,6,1,2011,1,0,0,2,17.22,100,19.0012,9
5554,13,4,1,2012,1,0,1,1,16.4,43,19.0012,204
5700,16,3,1,2012,1,0,1,1,18.86,67,12.998,281
3321,7,0,8,2011,3,0,1,1,29.52,62,19.9995,267
9907,4,2,10,2012,4,0,1,1,14.76,81,6.0032,4
6355,1,4,3,2012,1,0,1,1,13.94,49,15.0013,20
3570,16,3,8,2011,3,0,1,1,32.8,46,23.9994,245
1877,3,3,5,2011,2,0,1,1,13.94,66,16.9979,4
9429,6,6,9,2012,3,0,0,1,20.5,72,0.0,35
154,17,4,1,2011,1,0,1,2,8.2,37,0.0,187
1710,4,6,4,2011,2,0,0,1,14.76,76,7.0015,7
5673,13,2,1,2012,1,0,1,3,13.12,76,0.0,65
6718,5,5,3,2012,1,0,0,2,17.22,94,6.0032,8
4805,7,6,11,2011,4,0,0,1,13.94,66,15.0013,43
9409,10,5,9,2012,3,0,0,1,25.42,41,26.0027,442
3134,12,1,7,2011,3,0,1,1,34.44,56,6.0032,153
5516,23,2,1,2012,1,0,1,2,8.2,44,7.0015,32
6567,21,5,3,2012,1,0,0,1,12.3,39,15.0013,110
5852,1,3,1,2012,1,0,1,1,5.74,50,11.0014,5
3243,1,4,8,2011,3,0,1,1,26.24,78,6.0032,19
1192,10,0,3,2011,1,0,1,1,13.94,42,16.9979,84
3524,18,1,8,2011,3,0,1,1,31.16,45,15.0013,570
8311,16,5,7,2012,3,0,0,1,41.0,19,11.0014,294
321,21,4,1,2011,1,0,1,1,6.56,69,0.0,52
8643,12,3,8,2012,3,0,1,1,34.44,44,8.9981,286
550,2,6,2,2011,1,0,0,1,10.66,60,22.0028,20
9573,6,2,10,2012,4,0,1,2,24.6,94,8.9981,177
5266,12,1,12,2011,4,0,1,1,14.76,43,23.9994,167
10727,9,3,12,2012,4,0,1,1,11.48,52,16.9979,325
6348,18,3,3,2012,1,0,1,1,22.14,34,23.9994,525
1940,18,5,5,2011,2,0,0,1,23.78,37,11.0014,289
8673,18,4,8,2012,3,0,1,2,33.62,59,16.9979,671
5221,15,6,12,2011,4,0,0,1,12.3,26,0.0,266
2726,12,5,7,2011,3,0,0,1,33.62,30,8.9981,374
5702,18,3,1,2012,1,0,1,1,18.04,67,12.998,421
18,18,5,1,2011,1,0,0,3,17.22,88,16.9979,35
8251,4,3,7,2012,3,0,1,1,29.52,58,0.0,7
1173,14,6,3,2011,1,0,0,1,18.86,41,19.9995,250
3712,14,0,9,2011,3,1,0,1,30.34,70,11.0014,357
9272,17,6,9,2012,3,0,0,1,28.7,37,16.9979,671
7658,11,4,5,2012,2,0,1,1,25.42,43,0.0,334
7666,19,4,5,2012,2,0,1,1,25.42,41,12.998,483
5131,21,2,12,2011,4,0,1,3,12.3,87,35.0008,6
10239,1,0,11,2012,4,1,0,1,16.4,76,11.0014,30
9800,17,4,10,2012,4,0,1,1,18.86,38,26.0027,837
2587,17,2,6,2011,2,0,1,1,30.34,28,7.0015,638
7093,22,4,4,2012,2,0,1,1,18.04,62,7.0015,215
4856,10,1,11,2011,4,0,1,2,22.96,64,19.0012,138
7770,3,0,6,2012,2,0,1,2,22.96,60,11.0014,5
6846,14,1,4,2012,2,0,1,1,22.96,21,15.0013,311
4158,7,2,10,2011,4,0,1,1,18.86,77,7.0015,301
5001,11,4,12,2011,4,0,1,1,13.94,66,11.0014,160
747,12,0,2,2011,1,0,1,1,22.96,22,30.0026,126
4446,7,0,10,2011,4,0,1,2,20.5,55,11.0014,309
210,1,0,1,2011,1,0,1,1,4.92,50,19.0012,1
6577,8,6,3,2012,1,0,0,1,9.02,69,8.9981,72
9001,10,4,8,2012,3,0,1,1,30.34,55,11.0014,231
1861,11,2,5,2011,2,0,1,1,16.4,82,22.0028,72
3697,23,6,9,2011,3,0,0,2,29.52,70,11.0014,104
9699,12,0,10,2012,4,1,0,2,17.22,63,11.0014,341
5376,2,6,12,2011,4,0,0,1,9.02,55,7.0015,41
4041,10,0,9,2011,3,0,1,2,22.96,64,8.9981,105
4035,4,0,9,2011,3,0,1,2,20.5,77,11.0014,8
2027,9,2,5,2011,2,0,1,1,21.32,72,8.9981,203
1041,22,0,3,2011,1,0,1,1,10.66,48,11.0014,35
9295,16,0,9,2012,3,0,1,1,27.06,34,22.0028,488
10124,5,2,11,2012,4,0,1,2,11.48,52,22.0028,27
7561,10,0,5,2012,2,0,1,3,22.14,88,16.9979,59
10208,18,5,11,2012,4,0,0,1,18.04,54,8.9981,359
8653,22,3,8,2012,3,0,1,1,30.34,70,12.998,262
7576,1,1,5,2012,2,0,1,3,22.96,88,8.9981,19
9490,19,1,9,2012,3,0,1,2,24.6,88,19.9995,324
9651,12,5,10,2012,4,0,0,1,28.7,54,7.0015,743
5254,0,1,12,2011,4,0,1,1,9.02,80,0.0,17
3745,0,2,9,2011,3,0,1,2,22.14,94,15.0013,13
2909,3,6,7,2011,3,0,0,1,27.06,74,6.0032,25
8110,7,0,6,2012,2,0,1,3,21.32,94,15.0013,145
6785,0,6,4,2012,2,0,0,2,14.76,76,16.9979,67
2888,6,5,7,2011,3,0,0,2,26.24,83,12.998,38
1004,8,6,3,2011,1,0,0,2,16.4,100,19.9995,9
5442,20,6,1,2012,1,0,0,2,18.04,62,19.9995,83
529,5,5,2,2011,1,0,0,3,8.2,100,6.0032,9
393,21,0,1,2011,1,1,0,3,6.56,80,12.998,27
7497,18,4,5,2012,2,0,1,1,26.24,23,19.0012,596
4965,23,5,11,2011,4,0,0,1,15.58,62,15.0013,93
96,5,2,1,2011,1,0,1,1,9.02,47,11.0014,3
5283,5,2,12,2011,4,0,1,2,10.66,81,0.0,26
6932,4,5,4,2012,2,0,0,1,13.12,36,11.0014,7
3879,16,0,9,2011,3,0,1,1,29.52,48,0.0,298
6450,0,1,3,2012,1,0,1,1,9.02,37,19.9995,8
1395,0,0,4,2011,2,0,1,1,16.4,50,15.0013,6
8012,5,3,6,2012,2,0,1,2,24.6,56,16.9979,40
6333,3,3,3,2012,1,0,1,1,18.86,94,15.0013,3
771,13,1,2,2011,1,0,1,1,13.12,21,15.0013,82
2864,6,4,7,2011,3,0,1,1,28.7,74,7.0015,102
2097,7,5,5,2011,2,0,0,3,19.68,100,0.0,32
2298,16,4,6,2011,2,0,1,1,29.52,26,22.0028,349
140,2,4,1,2011,1,0,1,2,8.2,69,15.0013,1
9504,9,2,9,2012,3,0,1,1,22.14,60,16.9979,362
5118,8,2,12,2011,4,0,1,3,18.04,100,0.0,86
9206,23,3,9,2012,3,0,1,1,26.24,89,11.0014,169
2994,16,2,7,2011,3,0,1,2,27.06,89,0.0,141
967,18,4,3,2011,1,0,1,2,13.94,53,19.9995,187
7523,20,5,5,2012,2,0,0,1,25.42,46,11.0014,287
10539,13,2,12,2012,4,0,1,1,18.86,41,19.0012,214
8062,7,5,6,2012,2,0,0,1,22.14,68,12.998,78
2063,21,3,5,2011,2,0,1,1,22.96,83,8.9981,223
6531,9,4,3,2012,1,0,1,2,13.94,42,35.0008,284
5304,2,3,12,2011,4,0,1,2,13.12,70,8.9981,7
6660,19,2,3,2012,1,0,1,1,26.24,33,11.0014,472
1148,12,5,3,2011,1,0,0,1,13.94,53,19.0012,158
4690,12,1,11,2011,4,0,1,1,21.32,52,8.9981,203
853,0,5,2,2011,1,0,0,1,19.68,12,32.9975,29
8286,15,4,7,2012,3,0,1,1,37.72,29,12.998,285
7630,7,3,5,2012,2,0,1,1,22.14,73,26.0027,474
9113,2,0,9,2012,3,1,0,1,27.06,89,7.0015,40
6280,22,4,2,2012,1,0,1,1,14.76,40,15.0013,107
9716,5,1,10,2012,4,0,1,2,15.58,82,12.998,19
3350,12,1,8,2011,3,0,1,1,33.62,56,12.998,185
8177,2,0,7,2012,3,0,1,2,30.34,51,16.9979,15
2842,8,3,7,2011,3,0,1,2,28.7,79,12.998,443
2607,13,3,6,2011,2,0,1,2,29.52,54,16.9979,151
7711,16,4,6,2012,2,0,1,3,30.34,58,30.0026,222
10448,18,5,12,2012,4,0,0,2,13.94,76,0.0,297
7943,8,0,6,2012,2,0,1,1,27.06,74,8.9981,651
10354,20,4,11,2012,4,0,1,1,14.76,46,16.9979,227
8155,4,6,7,2012,3,0,0,1,28.7,79,12.998,4
10118,23,1,11,2012,4,0,1,1,12.3,56,15.0013,205
4514,4,1,11,2011,4,0,1,1,13.94,81,15.0013,8
1756,2,1,4,2011,2,0,1,1,18.86,67,19.0012,13
5198,16,5,12,2011,4,0,0,1,13.12,31,26.0027,241
10069,22,6,11,2012,4,0,0,1,12.3,52,19.0012,79
105,14,2,1,2011,1,0,1,1,12.3,28,12.998,62
9771,12,3,10,2012,4,0,1,1,18.86,36,0.0,326
4944,2,5,11,2011,4,0,0,1,9.84,56,11.0014,46
4232,9,5,10,2011,4,0,0,1,20.5,77,0.0,217
890,13,1,3,2011,1,0,1,1,13.12,39,0.0,78
2079,13,4,5,2011,2,0,1,2,21.32,88,26.0027,226
5466,21,0,1,2012,1,1,0,2,9.84,41,22.0028,66
6480,6,2,3,2012,1,0,1,1,11.48,61,26.0027,108
10863,1,2,12,2012,4,0,1,1,12.3,65,6.0032,15
4014,7,6,9,2011,3,0,0,1,18.86,72,15.0013,44
10867,5,2,12,2012,4,0,1,1,10.66,75,6.0032,31
10421,15,0,11,2012,4,0,1,1,18.04,54,12.998,257
9589,22,2,10,2012,4,0,1,1,27.06,74,0.0,241
5128,18,2,12,2011,4,0,1,3,16.4,94,19.9995,51
7694,23,5,5,2012,2,0,0,1,24.6,56,11.0014,239
10368,10,5,11,2012,4,0,0,1,14.76,46,16.9979,320
33,10,6,1,2011,1,0,0,2,14.76,81,15.0013,53
4789,15,5,11,2011,4,0,0,1,21.32,29,19.0012,386
4166,15,2,10,2011,4,0,1,1,26.24,47,19.0012,182
3530,0,2,8,2011,3,0,1,1,27.06,69,6.0032,24
6486,12,2,3,2012,1,0,1,1,18.04,38,26.0027,215
7740,21,5,6,2012,2,0,0,1,24.6,40,7.0015,316
155,18,4,1,2011,1,0,1,1,8.2,40,6.0032,123
7944,9,0,6,2012,2,0,1,1,28.7,65,8.9981,316
7569,18,0,5,2012,2,0,1,2,23.78,83,0.0,300
7757,14,6,6,2012,2,0,0,1,27.88,36,22.0028,678
7212,21,2,4,2012,2,0,1,2,17.22,82,6.0032,189
8391,0,2,7,2012,3,0,1,2,27.06,83,8.9981,44
3102,4,0,7,2011,3,0,1,1,26.24,78,11.0014,4
4481,18,1,10,2011,4,0,1,1,22.96,68,7.0015,570
8739,12,0,8,2012,3,0,1,2,31.98,55,6.0032,285
6915,11,4,4,2012,2,0,1,1,16.4,37,19.9995,291
389,17,0,1,2011,1,1,0,1,8.2,51,12.998,71
2134,20,6,5,2011,2,0,0,1,22.14,88,0.0,191
6683,18,3,3,2012,1,0,1,1,27.06,44,19.0012,746
3949,14,3,9,2011,3,0,1,2,26.24,65,27.9993,170
5933,10,4,2,2012,1,0,1,1,11.48,56,19.0012,129
4613,7,5,11,2011,4,0,0,1,10.66,60,19.0012,34
8928,9,1,8,2012,3,0,1,2,28.7,74,0.0,402
3453,19,5,8,2011,3,0,0,2,27.88,79,19.0012,237
3098,0,0,7,2011,3,0,1,1,28.7,74,8.9981,51
1556,17,6,4,2011,2,0,0,2,21.32,72,12.998,236
10116,21,1,11,2012,4,0,1,2,12.3,56,16.9979,151
4519,9,1,11,2011,4,0,1,1,16.4,66,11.0014,222
9230,23,4,9,2012,3,0,1,1,27.06,89,16.9979,248
2644,2,5,6,2011,2,0,0,1,24.6,88,0.0,53
3986,3,5,9,2011,3,0,0,1,18.86,72,8.9981,28
4905,11,3,11,2011,4,0,1,3,13.12,66,22.0028,97
7580,5,1,5,2012,2,0,1,3,22.96,94,15.0013,8
3660,10,5,9,2011,3,0,0,3,27.06,65,16.9979,258
6697,8,4,3,2012,1,0,1,2,16.4,87,15.0013,562
5907,8,3,2,2012,1,0,1,3,16.4,87,0.0,445
5431,9,6,1,2012,1,0,0,1,10.66,93,7.0015,40
2168,6,1,5,2011,2,0,1,3,21.32,94,16.9979,49
9968,17,4,10,2012,4,0,1,3,25.42,69,23.9994,425
4803,5,6,11,2011,4,0,0,1,13.94,61,11.0014,5
7495,16,4,5,2012,2,0,1,1,25.42,25,22.0028,525
6925,21,4,4,2012,2,0,1,1,18.04,26,8.9981,190
48,1,0,1,2011,1,0,1,1,8.2,44,27.9993,2
2199,13,2,5,2011,2,0,1,2,22.96,83,22.0028,122
9378,3,4,9,2012,3,0,1,1,22.14,77,0.0,14
2867,9,4,7,2011,3,0,1,2,31.16,70,19.9995,241
1514,23,4,4,2011,2,0,1,2,12.3,93,15.0013,35
10251,13,0,11,2012,4,1,0,1,24.6,60,15.0013,420
8150,23,1,6,2012,2,0,1,1,29.52,79,8.9981,125
9973,22,4,10,2012,4,0,1,1,20.5,77,6.0032,190
7670,23,4,5,2012,2,0,1,1,21.32,55,0.0,174
7959,0,1,6,2012,2,0,1,2,28.7,58,15.0013,28
4602,20,4,11,2011,4,0,1,1,14.76,43,19.0012,186
1212,7,1,3,2011,1,0,1,1,9.84,75,11.0014,119
10499,21,0,12,2012,4,0,1,1,18.04,82,12.998,221
3532,2,2,8,2011,3,0,1,1,27.06,69,0.0,6
3730,9,1,9,2011,3,0,1,2,22.14,81,27.9993,185
6930,2,5,4,2012,2,0,0,1,14.76,29,23.9994,36
3944,9,3,9,2011,3,0,1,2,26.24,73,23.9994,209
2733,19,5,7,2011,3,0,0,1,32.8,33,15.0013,305
2763,1,0,7,2011,3,1,0,1,26.24,83,6.0032,119
8116,13,0,6,2012,2,0,1,2,23.78,73,8.9981,225
1479,12,3,4,2011,2,0,1,2,18.86,55,0.0,153
168,7,5,1,2011,1,0,0,2,6.56,74,7.0015,9
3974,15,4,9,2011,3,0,1,2,22.14,45,15.0013,203
2714,0,5,7,2011,3,0,0,1,27.88,47,6.0032,115
7437,6,2,5,2012,2,0,1,2,22.96,88,7.0015,126
8663,8,4,8,2012,3,0,1,1,29.52,70,8.9981,668
6282,0,5,2,2012,1,0,0,1,13.94,42,11.0014,86
6919,15,4,4,2012,2,0,1,1,20.5,27,19.0012,537
579,7,0,2,2011,1,0,1,1,7.38,86,0.0,95
1722,16,6,4,2011,2,0,0,1,22.14,30,23.9994,343
1557,18,6,4,2011,2,0,0,1,20.5,77,12.998,240
9921,18,2,10,2012,4,0,1,1,21.32,59,11.0014,884
8493,6,6,7,2012,3,0,0,1,27.88,83,8.9981,15
4324,5,2,10,2011,4,0,1,2,22.14,88,22.0028,22
7436,5,2,5,2012,2,0,1,2,22.96,88,8.9981,28
8463,0,5,7,2012,3,0,0,2,29.52,48,6.0032,191
5360,10,5,12,2011,4,0,0,2,10.66,52,19.0012,181
7398,15,0,5,2012,2,0,1,2,25.42,53,19.9995,262
9093,6,6,9,2012,3,0,0,2,27.06,89,0.0,15
8367,0,1,7,2012,3,0,1,1,28.7,70,6.0032,69
3823,7,5,9,2011,3,0,0,1,24.6,88,8.9981,52
4852,6,1,11,2011,4,0,1,2,22.96,64,6.0032,108
1430,11,1,4,2011,2,0,1,3,13.12,81,30.0026,19
3992,9,5,9,2011,3,0,0,2,19.68,67,15.0013,177
1162,3,6,3,2011,1,0,0,1,13.94,76,8.9981,23
10424,18,0,11,2012,4,0,1,2,16.4,58,16.9979,580
5199,17,5,12,2011,4,0,0,1,11.48,36,22.0028,185
7194,3,2,4,2012,2,0,1,2,20.5,42,15.0013,6
7259,20,1,5,2012,2,0,1,1,27.06,61,11.0014,335
6037,19,1,2,2012,1,0,1,1,15.58,43,15.0013,338
6789,4,6,4,2012,2,0,0,2,13.94,81,6.0032,12
3714,16,0,9,2011,3,1,0,2,27.88,79,19.0012,284
1496,5,4,4,2011,2,0,1,2,13.12,87,12.998,9
1552,13,6,4,2011,2,0,0,1,18.86,82,7.0015,263
10463,9,6,12,2012,4,0,0,2,11.48,93,11.0014,172
2350,20,6,6,2011,2,0,0,1,27.06,69,12.998,279
4566,8,3,11,2011,4,0,1,2,13.94,81,6.0032,402
7001,1,1,4,2012,2,0,1,1,17.22,50,15.0013,9
3291,1,6,8,2011,3,0,0,2,28.7,84,16.9979,73
6992,16,0,4,2012,2,0,1,1,22.96,30,27.9993,391
5833,6,2,1,2012,1,0,1,1,13.94,36,35.0008,88
7981,22,1,6,2012,2,0,1,1,27.06,94,7.0015,207
7875,12,4,6,2012,2,0,1,1,29.52,39,22.0028,369
6108,18,4,2,2012,1,0,1,3,12.3,61,8.9981,359
7151,8,0,4,2012,2,1,0,2,22.96,83,11.0014,597
503,2,4,2,2011,1,0,1,2,5.74,63,7.0015,1
4280,9,0,10,2011,4,1,0,1,22.14,77,0.0,219
3929,18,2,9,2011,3,0,1,1,29.52,62,11.0014,586
5124,14,2,12,2011,4,0,1,3,18.04,100,12.998,25
63,18,0,1,2011,1,0,1,1,9.84,32,7.0015,157
6918,14,4,4,2012,2,0,1,1,19.68,29,26.0027,490
2676,10,6,6,2011,2,0,0,2,28.7,61,7.0015,244
1834,8,1,5,2011,2,0,1,2,22.96,83,19.0012,459
6766,5,0,3,2012,1,0,1,1,18.04,94,0.0,31
5130,20,2,12,2011,4,0,1,3,13.94,87,43.0006,26
4748,22,3,11,2011,4,0,1,1,14.76,53,19.0012,89
9538,19,0,10,2012,4,0,1,2,22.14,68,7.0015,516
2860,2,4,7,2011,3,0,1,2,28.7,74,11.0014,22
5552,11,4,1,2012,1,0,1,1,12.3,56,11.0014,138
884,7,1,3,2011,1,0,1,1,8.2,59,22.0028,107
2226,16,3,5,2011,2,0,1,1,23.78,64,12.998,302
6184,22,0,2,2012,1,0,1,1,10.66,56,7.0015,102
4668,14,0,11,2011,4,0,1,1,22.96,37,11.0014,145
3964,5,4,9,2011,3,0,1,1,15.58,76,12.998,32
5377,3,6,12,2011,4,0,0,1,9.02,55,15.0013,18
7000,0,1,4,2012,2,0,1,2,18.04,47,19.0012,26
4234,11,5,10,2011,4,0,0,1,23.78,56,0.0,397
9855,0,0,10,2012,4,0,1,2,22.96,73,16.9979,48
6763,2,0,3,2012,1,0,1,1,18.86,88,11.0014,8
10211,21,5,11,2012,4,0,0,1,16.4,66,0.0,220
3272,6,5,8,2011,3,0,0,1,26.24,89,7.0015,27
10860,22,1,12,2012,4,0,1,1,13.94,49,0.0,132
6695,6,4,3,2012,1,0,1,2,16.4,87,11.0014,99
5945,22,4,2,2012,1,0,1,1,13.94,49,7.0015,119
4544,10,2,11,2011,4,0,1,1,16.4,71,6.0032,133
10260,22,0,11,2012,4,1,0,1,21.32,77,16.9979,112
6727,14,5,3,2012,1,0,0,1,25.42,53,6.0032,690
8821,22,3,8,2012,3,0,1,2,27.06,69,15.0013,259
1706,0,6,4,2011,2,0,0,2,18.04,77,19.0012,33
3568,14,3,8,2011,3,0,1,1,33.62,46,22.0028,182
1408,13,0,4,2011,2,0,1,1,27.88,34,22.0028,139
6872,16,2,4,2012,2,0,1,2,26.24,44,19.0012,390
10470,16,6,12,2012,4,0,0,2,18.04,67,7.0015,443
2099,9,5,5,2011,2,0,0,2,21.32,94,6.0032,100
8785,10,2,8,2012,3,0,1,2,32.8,52,8.9981,214
10451,21,5,12,2012,4,0,0,2,12.3,87,0.0,158
5194,12,5,12,2011,4,0,0,1,13.12,45,27.9993,283
8534,23,0,7,2012,3,0,1,1,30.34,74,6.0032,166
9207,0,4,9,2012,3,0,1,1,26.24,89,8.9981,96
7733,14,5,6,2012,2,0,0,1,26.24,38,19.9995,647
2082,16,4,5,2011,2,0,1,2,21.32,88,8.9981,300
9107,20,6,9,2012,3,0,0,2,28.7,84,11.0014,104
5568,3,5,1,2012,1,0,0,1,13.12,57,7.0015,20
5709,1,4,1,2012,1,0,1,2,15.58,76,19.9995,12
1470,3,3,4,2011,2,0,1,1,14.76,66,12.998,3
8383,16,1,7,2012,3,0,1,1,32.8,43,15.0013,435
6438,12,0,3,2012,1,0,1,2,10.66,52,0.0,137
7519,16,5,5,2012,2,0,0,2,28.7,21,12.998,591
9662,23,5,10,2012,4,0,0,1,18.04,62,8.9981,179
2394,16,1,6,2011,2,0,1,1,32.8,38,15.0013,308
5486,17,1,1,2012,1,0,1,1,5.74,26,31.0009,245
3993,10,5,9,2011,3,0,0,2,20.5,68,19.0012,249
4381,14,4,10,2011,4,0,1,1,25.42,43,23.9994,156
6652,11,2,3,2012,1,0,1,2,25.42,41,11.0014,220
8381,14,1,7,2012,3,0,1,1,33.62,38,11.0014,242
1415,20,0,4,2011,2,0,1,2,28.7,24,36.9974,173
10024,1,5,11,2012,4,0,0,2,13.94,49,22.0028,89
7067,20,3,4,2012,2,0,1,1,18.04,33,16.9979,280
77,9,1,1,2011,1,0,1,1,6.56,64,15.0013,100
4499,13,2,10,2011,4,0,1,2,22.14,94,19.0012,106
3900,13,1,9,2011,3,0,1,1,30.34,51,19.0012,184
3226,8,3,8,2011,3,0,1,2,28.7,82,23.9994,398
9626,11,4,10,2012,4,0,1,1,28.7,48,12.998,304
3854,14,6,9,2011,3,0,0,1,29.52,58,19.0012,342
9691,4,0,10,2012,4,1,0,1,13.12,87,8.9981,7
7267,4,2,5,2012,2,0,1,1,22.14,88,0.0,4
7629,6,3,5,2012,2,0,1,1,22.14,73,23.9994,159
1793,15,6,5,2011,2,0,0,2,20.5,72,0.0,266
8592,9,3,7,2012,3,0,1,2,31.16,58,19.0012,318
542,18,5,2,2011,1,0,0,2,11.48,93,30.0026,83
89,21,1,1,2011,1,0,1,1,9.02,64,0.0,48
7722,3,5,6,2012,2,0,0,1,22.96,73,16.9979,26
6124,10,5,2,2012,1,0,0,3,9.02,93,7.0015,166
7167,0,1,4,2012,2,0,1,1,27.06,54,12.998,43
10413,7,0,11,2012,4,0,1,2,14.76,66,19.9995,386
1698,16,5,4,2011,2,0,0,3,20.5,88,31.0009,33
7620,21,2,5,2012,2,0,1,1,26.24,73,12.998,393
283,6,3,1,2011,1,0,1,1,4.92,54,8.9981,28
5388,14,6,12,2011,4,0,0,1,12.3,49,19.0012,219
10713,19,2,12,2012,4,0,1,2,12.3,56,15.0013,402
9809,2,5,10,2012,4,0,0,1,13.94,53,12.998,67
4967,1,3,12,2011,4,0,1,1,10.66,60,19.0012,10
1757,3,1,4,2011,2,0,1,1,19.68,63,15.0013,3
5796,16,0,1,2012,1,1,0,1,10.66,44,23.9994,180
5667,7,2,1,2012,1,0,1,1,8.2,80,8.9981,256
6796,11,6,4,2012,2,0,0,2,16.4,71,12.998,451
8451,12,4,7,2012,3,0,1,2,31.16,40,7.0015,379
2218,8,3,5,2011,2,0,1,2,21.32,88,0.0,487
4556,22,2,11,2011,4,0,1,1,14.76,71,8.9981,106
3642,16,4,9,2011,3,0,1,2,28.7,61,8.9981,381
10382,0,6,11,2012,4,0,0,2,12.3,70,11.0014,129
10620,22,5,12,2012,4,0,0,2,15.58,94,7.0015,160
5985,14,6,2,2012,1,0,0,1,12.3,61,11.0014,243
9518,23,2,9,2012,3,0,1,1,19.68,67,6.0032,123
7877,14,4,6,2012,2,0,1,1,31.16,31,26.0027,373
5772,16,6,1,2012,1,0,0,1,9.02,29,19.9995,205
9707,20,0,10,2012,4,1,0,3,16.4,71,15.0013,227
8789,14,2,8,2012,3,0,1,2,32.8,52,16.9979,236
10085,14,0,11,2012,4,0,1,1,15.58,40,11.0014,196
9005,14,4,8,2012,3,0,1,1,35.26,34,27.9993,328
2432,6,3,6,2011,2,0,1,2,29.52,84,6.0032,118
803,22,2,2,2011,1,0,1,1,13.94,53,12.998,73
6578,9,6,3,2012,1,0,0,1,10.66,60,15.0013,90
5485,16,1,1,2012,1,0,1,1,5.74,39,39.0007,136
3301,11,6,8,2011,3,0,0,1,33.62,63,0.0,269
6723,10,5,3,2012,1,0,0,2,20.5,77,6.0032,443
8562,3,2,7,2012,3,0,1,1,30.34,66,8.9981,4
4703,1,2,11,2011,4,0,1,1,13.94,87,0.0,10
